eng_id,Код двигателя,Мощность (kw) от,Мощность (kw) до,Мощность (л.с.) от,Мощность (л.с.) до,Объем двигателя (л.),Диаметр цилиндра (мм),Количество цилиндров,Количество клапанов,Тип топлива двигателя
37426,HR16DE,85,,116,,1.6,78,4,16,бензин
38631,ELSA18,25,,34,,,,,,электричество
36602,CFUA,110,,150,,1.8,81,4,20,бензин
33206,YMF6,96,,130,,2,84.01,4,16,Дизель
40279,H6E3-N132,132,,179,,5.8,104,6,12,Дизель
44795,YCK11500-60,368,,500,,11,123,6,24,Дизель
5325,4G32,48,60,65,82,1.6,76.9,4,8,бензин
32708,VEDX8,162,257,220,350,7.7,110,6,24,Дизель
18801,D-155,25,36,34,49,2.5,98.425,3,6,Дизель
30665,4G64-S4M,92,,125,,2.4,86.5,4,16,бензин
31624,FB25A,127,,173,,2.5,94,4,16,бензин
39053,D 15 DTH (DV5RUC),88,,120,,1.5,75,4,16,Дизель
43556,EEL,59,59,80,80,2,86.8,4,8,бензин
50444,57VD,78,,106,,5.7,100,6,12,Дизель
13989,T 4.40 A/3,88,,120,,4,100,4,8,Дизель
683,KDZ (TU3M/Z),55,59,75,80,1.4,75,4,8,бензин
28928,D 2866 LF 02,250,,340,,12,128,6,12,Дизель
25556,M 134.911,47,,64,,1.1,75,3,12,бензин
31861,7GR-FKS,206,,280,,3.5,94,6,24,бензин
33105,DFGC,85,,116,,2,81,4,16,Дизель
44588,D 2676 LF AE,375,,510,,12.4,126,6,24,Дизель
48001,D 2066 LOH 23,257,,350,,10.5,120,6,24,Дизель
3264,F3P 706,65,79,88,107,1.8,82.7,4,8,бензин
40487,HA6D-TI2D,85,97,116,132,5.8,104,6,12,Дизель
49976,HA0004N0,335,,455,,,,,,электричество
7757,D 2866 LFZ/290,213,,290,,12,128,6,12,Дизель
44992,ISBe6.7E-300,223,,303,,6.7,107,6,24,Дизель
39445,21129,69,78,94,106,1.6,82,4,16,Бензин/газ
52254,15C4E,127,133,173,181,1.5,,4,16,бензин
2383,A12,38,51,52,69,1.2,73,4,8,бензин
36739,DNUC,213,,290,,2,82.5,4,16,бензин
47067,DXHB,294,,400,,2.5,82.5,5,20,бензин
47640,L8-VE,85,93,116,126,1.8,83,4,16,бензин
22035,20T2R,63,,86,,2,84.5,4,8,Дизель
26705,W04D-J,73,77,99,105,4,104,4,8,Дизель
36883,JX493ZQ-5,68,,92,,2.8,93,4,8,Дизель
19844,G13BA,48,63,65,86,1.3,74,4,8,бензин
3082,A1M 707,48,49,65,67,1.6,79,4,8,бензин
39294,4G63-S4N,125,,170,,2,85,4,16,бензин
3017,689 710,31,32,42,44,1,65,4,8,бензин
36740,DKTA,169,,230,,2,82.5,4,16,бензин
44846,YCD4P4S-170,125,,170,,4.6,108,4,8,Дизель
16501,D 0836 LFL 05,180,,245,,6.9,108,6,12,Дизель
35720,G4LD,103,,140,,1.4,71.6,4,16,бензин
18196,M 96.23,168,,228,,2.7,85.5,6,24,бензин
24733,G6BV,118,127,160,173,2.5,84,6,24,бензин
42550,XU10MZ,79,79,107,107,2,86,4,8,бензин
37082,NE6TA,184,186,250,253,7.4,110,6,12,Дизель
20811,BJA,74,76,101,103,1.6,76.5,4,8,Бензин/спирт
35375,EC1,149,200,203,272,2,84,4,16,бензин
16604,OM 346.946,136,,185,,10.8,128,6,24,Дизель
32886,A12A,51,,69,,1.2,75,4,8,бензин
38744,F3LA,59,,80,,1,71,3,12,Бензин/спирт
7880,OM 541.924,290,,394,,11.9,130,6,24,Дизель
21792,S50326S1,236,,321,,3.2,86.4,6,24,бензин
23668,ISMe 345,254,,345,,10.8,125,6,24,Дизель
33340,CA4GC20T-01,150,,204,,2,84,4,16,бензин
42075,XY10,147,147,200,200,1.8,83,4,16,бензин
43821,HB,35,35,48,48,1.2,81,4,8,бензин
38330,G15DTF(175.950),99,125,135,170,1.5,76,4,16,Бензин/газ
24890,B284L,169,203,230,276,2.8,89,6,24,бензин
42405,EEA,77,78,105,106,2.6,91.1,4,8,бензин
20466,F2BE3681A,265,,360,,7.8,115,6,24,Дизель
8909,DSC 14.09,368,,500,,14.2,127,8,16,Дизель
34581,DK12-01,64,,87,,1.2,69.82,4,16,бензин
44219,3G15TDB,140,,190,,1.5,82,3,12,бензин
33760,CA4GX15,75,,102,,1.5,72,4,16,бензин
30184,BJ415A,75,,102,,1.5,78.7,4,16,бензин
31006,JLB-4G15,75,78,102,106,1.5,,4,16,бензин
41442,HFC4GB2.4E,110,,150,,1.5,,4,16,бензин
34185,4A91S,83,,113,,1.5,75,4,16,бензин
11527,AJM,85,,115,,1.9,79.5,4,8,Дизель
34685,DH11-370,273,,370,,10.8,123,6,24,Дизель
362,YV,63,,85,,1.6,79.5,4,8,бензин
30168,CA4GD3,118,,160,,2.3,87.5,4,16,бензин
38854,YC6G230N-40,170,,231,,7.8,112,6,12,Газ
38080,CA6DM3-55E51,407,,553,,12.5,126.5,6,24,Дизель
20959,911.08,92,,125,,2.2,84,6,12,бензин
43181,63APV12,582,582,792,792,6.3,84.5,12,48,бензин
37230,TZ190XS30,62,,84,,,,,,электричество
4839,NFX (TU5J4),87,88,118,120,1.6,78.5,4,16,бензин
30684,YZ4DC2-30,52,,71,,2.1,,4,16,Дизель
24279,MDI 3200 A,40,55,54,75,2.5,88.9,4,8,Дизель
42544,G11631,42,42,57,57,1.1,74,4,8,бензин
43255,1072157,188,188,256,256,4.7,94,8,16,бензин
21962,ESF,317,,431,,6.1,103,8,16,бензин
51531,ENUK(DTRF),55,,75,,2,81,4,16,Дизель
36062,L15BY,96,142,131,193,1.5,73,4,16,бензин
18435,M 112.951,140,160,190,218,3.2,89.9,6,18,бензин
34284,LG4,112,,152,,5,94.9,8,16,бензин
3677,6G1D,40,60,54,82,1.3,76.7,4,8,бензин
47546,780.500,140,,190,,,,,,электричество
42376,UZAM412,55,55,75,75,1.5,82,4,8,бензин
37558,YND485ZL,48,,65,,2.2,,4,16,Дизель
11048,CA18,65,,88,,1.8,83,4,8,бензин
35237,P5Y4,78,79,106,107,1.5,74.5,4,16,бензин
38955,LQ5(85CUL4),44,63,60,86,1.4,77.6,4,8,бензин
22411,4 D 68,48,,65,,2,82.7,4,8,Дизель
36862,M 102.979,90,,122,,2.3,95.5,4,8,бензин
23686,D 0836 LFL 61,213,,290,,6.9,108,6,24,Дизель
5142,B 14.4 S,50,53,68,72,1.4,76,4,8,бензин
4955,L,46,53,63,72,2.2,90,4,8,Дизель
17428,LA1,126,138,171,188,3.4,92,6,12,бензин
30821,TB,93,,126,,1.8,81,4,16,бензин
52670,4F20TC18,112,,152,,2,,4,16,Дизель
28372,M43 B18 (184E2),74,85,101,116,1.8,84,4,8,Бензин/спирт
19699,GR 184,184,,250,,6.7,107,6,24,Дизель
40793,6.12 TCAE,127,231,173,314,7.1,105,6,12,Дизель
43643,239CID,149,151,203,205,3.9,102,4,16,Дизель
31850,EA82T,82,100,112,136,1.8,92,4,8,бензин
36032,XUJL,63,,86,,1.5,73.5,4,8,Дизель
705,M28/1 (AK2),18,24,24,33,0.6,74,2,4,бензин
20467,F3AE3681B,310,,422,,10.3,125,6,24,Дизель
6618,DU 825,159,,216,,8.3,118,6,12,Дизель
25876,MUDA,86,88,117,120,1.6,79,4,16,Бензин / этиловый спирт / природный газ
39566,BP8K,120,157,163,214,1.8,83,4,16,бензин
22703,M 111.980,105,,143,,2.3,90.9,4,16,бензин
31167,GW2.8TCI,82,85,112,116,2.8,93,4,8,Дизель
20035,PHFA,74,,100,,2.4,89.9,4,16,Дизель
34721,Y13120001,60,,82,,,,,,электричество
17022,OM 360.984,154,,210,,8.7,115,6,12,Дизель
29640,F 10L 413 L,198,225,269,306,14.7,120,10,20,Дизель
50318,XE2,200,485,272,659,,,,,электричество
30160,WFZ (EC8),102,,139,,1.8,79,4,16,бензин
12849,AQP,150,,204,,2.8,81,6,24,бензин
5403,901.36,81,,110,,2,80,6,12,бензин
29826,F4AFE411C,150,154,204,209,4.5,104,4,16,Дизель
15357,ATC,132,,180,,1.8,81,4,20,бензин
44225,TZ180XSC,100,,136,,,,,,электричество
42708,BF2,73,88,99,120,2,82.5,4,8,Бензин/спирт
39980,21126-81,100,,136,,1.6,82,4,16,бензин
39746,F1AE0481T,93,,126,,2.3,88,4,16,Дизель
54932,318 HD,114,144,155,196,5.2,99.3,8,16,бензин
23673,D 2066 LOH 27,265,,360,,10.5,120,6,24,Дизель
38202,WP10.270E32,199,,271,,9.7,126,6,12,Дизель
7683,D 0824 LF 02,118,,160,,4.6,108,4,8,Дизель
43168,G4EAG,62,62,84,84,1.3,71.5,4,12,бензин
43999,L12,55,55,75,75,1.2,74,4,8,бензин
35665,ZTDB,88,,120,,1.5,75,4,16,Дизель
48911,DAN20L,106,,144,,2,,4,16,бензин
21676,4G22-D4,104,,141,,2.2,91,4,16,бензин
5070,AR 67106,103,,140,,1.8,82,4,16,бензин
36648,LX5(212CUV6),160,,218,,3.5,89.5,6,24,бензин
30123,SQR472FB,50,,68,,1,72,4,16,бензин
21089,F3BE3681B,368,,500,,12.9,135,6,24,Дизель
10289,901.02,110,,160,,2,80,6,12,бензин
35902,C12.380,283,,385,,11.9,130,6,24,Дизель
2815,XK5,43,,58,,1.1,78,4,8,бензин
29281,G4FJ,129,150,175,204,1.6,77,4,16,бензин
45614,HY4C20B,165,,224,,2,,4,16,бензин
547,7T2,81,90,110,122,2,91.7,4,8,бензин
36449,LQ9(167CUL4),66,69,90,94,2.5,101.6,4,8,бензин
28142,DC 13.103,294,,400,,12.7,130,6,24,Дизель
23304,FFBA,74,,100,,1.8,82.5,4,8,Дизель
25853,CDLG,173,,235,,2,82.5,4,16,бензин
40639,MP8-465,347,,472,,12.8,131,6,24,Дизель
25531,M 272.991,200,,272,,3.5,92.9,6,24,бензин
9488,11 K2A,44,,60,,1.1,75,4,8,бензин
50122,110,78,,106,,2.2,68.69,6,12,бензин
27014,A09C-TJ,220,221,300,300,8.9,112,6,24,Дизель
35256,DKRA,85,,115,,1,74.5,3,12,бензин
6090,OM 357.963,125,,170,,6,97.5,6,12,Дизель
31092,T7CK,110,,150,,2,85,4,16,Дизель
1876,912 S,135,,184,,2.2,95.29,4,16,бензин
34730,B 12 XE (EB2F),55,61,75,83,1.2,75,3,12,бензин
35581,TZ220XS560,160,,218,,,,,,электричество
38751,L22(250CUL6),89,116,121,158,4.1,98.425,6,12,бензин
15451,OM 612.962,120,125,163,170,2.7,88,5,20,Дизель
36583,2XH 432,74,,101,,1.5,78,4,16,бензин
15808,APR,142,,193,,2.8,82.5,6,30,бензин
28206,5V-EU,121,,165,,4,87,8,16,бензин
28141,DC 13.104,265,,360,,12.7,130,6,24,Дизель
23236,OM 476.983,257,260,350,354,12,128,6,12,Дизель
4593,156 A2.100,32,,44,,1,70,4,8,бензин
33143,D29UYT,70,,95,,2.9,95,4,12,Дизель
18096,D 0834 LFL 04,110,,150,,4.6,108,4,8,Дизель
41101,HF,132,,179,,2,,4,16,бензин
27031,ISC 330,243,,330,,8.3,114,6,24,Дизель
39203,BYD487ZQB,141,,192,,2,,4,16,бензин
35166,MX-11 330,330,,449,,10.8,123,6,24,Дизель
32530,9H07 (DV6UC),66,,90,,1.6,75,4,8,Дизель
8480,R5A (XU102C),84,,114,,2,86,4,8,бензин
2053,Z5-DE,65,,88,,1.5,75.3,4,16,бензин
38180,CA6DM2-37E3F,275,,374,,11.1,123,6,24,Дизель
45670,D13K500T,368,,500,,12.8,131,6,24,Дизель
2511,RD28T,74,86,101,117,2.8,85,6,12,Дизель
25516,M 278.922,300,320,408,435,4.7,92.9,8,32,бензин
8922,Phaser 180Ti,131,134,177,182,6,100,6,12,Дизель
22960,D 0834 LFL 64,132,137,180,186,4.6,108,4,16,Дизель
44516,H4M,79,90,107,123,1.6,78,4,16,бензин
3850,5S-FE,93,103,126,140,2.2,87,4,16,бензин
20990,M 273.962,285,,388,,5.5,98,8,32,бензин
49429,20A4E,192,,261,,2,,4,16,бензин
24133,DE12,165,173,224,235,11.1,123,6,12,Дизель
30062,NGD 3.0,102,,139,,3,96,4,16,Дизель
47572,EATA,90,130,122,177,,,,,электричество
4713,SR20DET,147,184,200,250,2,86,4,16,бензин
30835,G6DH,183,221,249,301,3.3,92,6,24,бензин
51951,112AA5,135,,184,,,,,,электричество
9409,128 A.064,40,45,54,61,1.1,80,4,8,бензин
36573,E08A,35,,48,,0.8,77,2,8,Дизель
21716,AR 01615,81,,110,,2,84,4,8,бензин
6897,B22615,45,46,61,63,2.2,90,4,8,Дизель
7801,D 2566 MK,235,,320,,11.4,125,6,12,Дизель
1038,176 A8.000,54,,73,,1.2,70.8,4,8,бензин
7234,8140.47R,80,,109,,2.5,93,4,8,Дизель
34912,ERC,218,220,296,299,3.6,96,6,24,бензин
44494,F4PD4,88,88,120,120,1.8,82.7,4,16,бензин
23840,3GR-FE,170,,231,,3,87.5,6,24,бензин
26081,M 276.956,225,,306,,3.5,92.9,6,24,бензин
5526,E7J 624,52,,71,,1.4,75.8,4,8,бензин
18029,BRE,103,,140,,2,81,4,16,Дизель
13388,B204R,141,147,192,200,2,90,4,16,бензин
43457,ES9J4SHP,173,173,235,235,3,87,6,24,бензин
10849,L1K,66,70,90,95,1.6,76,4,16,бензин
37272,TZ204XS105K02,105,110,143,150,,,,,электричество
23943,6LX,110,,150,,10.5,120.65,6,12,Дизель
23101,CHFA,44,,60,,1.2,76.5,3,6,бензин
19929,LGD,179,,243,,3.9,99,6,12,бензин
19113,D 0836 LFL 52,240,,326,,6.9,108,6,24,Дизель
35709,Q0JD,63,,85,,1,71.9,3,12,бензин
40420,4KM,150,,204,,,,,,электричество
18082,B207L,129,143,175,194,2,86,4,16,Бензин/спирт
41111,TZ220XS150,160,,218,,,,,,электричество
31074,XVJC,70,,95,,1.5,73.5,4,8,Дизель
47,AR 06100,81,,110,,1.6,78,4,8,бензин
46026,4P10-4AT4,110,,150,,3,95.8,4,16,Дизель
41317,ISB67E6C-250B,187,,254,,6.7,107,6,24,Дизель
4584,8C (92-94),229,248,311,337,6,90,12,24,бензин
36907,8GR-FXS,220,,299,,3.5,94,6,24,бензин
15708,1G-FE,99,125,135,170,2,75,6,24,бензин
37118,DC 07.112,184,,250,,6.7,107,6,24,Дизель
24344,ISBe4-160B,118,,160,,4.5,107,4,16,Дизель
34413,DJHB,213,,290,,2,82.5,4,16,бензин
41792,TZ228XS007,110,,150,,,,,,электричество
37735,4HK1-TC50,151,,205,,5.2,115,4,16,Дизель
34046,QR25,126,137,171,186,2.5,89,4,16,бензин
46835,WP4.1NQ190E50,140,,190,,4.1,105,4,16,Дизель
44908,WP5NG180E51,132,,180,,5,108,4,16,Газ
18262,D16W5,91,,124,,1.6,75,4,16,бензин
19652,DA468Q,48,,65,,1.1,68,4,8,бензин
27830,M 274.910,95,115,129,156,1.6,83,4,16,бензин
23927,CBZA,63,,86,,1.2,71,4,8,бензин
1689,G161-Z,60,74,82,101,1.6,82,4,8,бензин
43129,TV30H,169,169,230,230,3,93.7,6,12,бензин
40640,PX-6 147,147,,200,,6.7,107,6,24,Дизель
30513,D 2066 LUH 50,206,,280,,10.5,120,6,24,Дизель
55118,TZ160X30G,30,,41,,,,,,электричество
22869,H 20 E,85,,115,,2,95,4,8,бензин
43051,EV,20,60,27,82,,,,,электричество
18694,FUJA,55,,75,,1.2,71.9,4,16,бензин
13272,ALH,66,,90,,1.9,79.5,4,8,Дизель
4444,BRG,110,,150,,2.9,93,6,12,бензин
21022,OM 541.973,265,,360,,11.9,130,6,24,Дизель
18504,HWDB,74,,100,,1.6,79,4,16,бензин
37830,D13A500,368,,500,,12.8,131,6,24,Дизель
43890,MDURACNG,12,12,16,16,0.6,93,1,2,Бензин/газ
4389,156 C.046,37,43,50,58,1.1,70,4,8,бензин
2463,L14,48,,65,,1.4,83,4,8,бензин
34955,N74 B68 A,420,441,571,600,6.75,89,12,48,бензин
36910,4HK1-TCS,113,154,154,210,5.2,115,4,16,Дизель
53960,D8K290,210,,286,,7.7,110,6,24,Дизель
45679,4HS (DW12BTED4),120,125,163,170,2.2,85,4,16,Дизель
27722,D 2676 LF 26,324,,441,,12.4,126,6,24,Дизель
18546,N62 B44 A,235,245,320,333,4.4,92,8,32,бензин
574,129/5,47,,64,,1.2,75,4,8,бензин
21618,J3,120,,163,,2.9,97.1,4,16,Дизель
5540,09 NCB,29,,40,,0.9,65,4,8,бензин
19752,KJY5,147,157,200,214,2.3,80.3,6,24,бензин
7923,OM 352.916,110,111,150,151,5.7,97,6,12,Дизель
8014,OM 602.948,71,,97,,2.9,89,5,10,Дизель
41596,F 15 DT (DV5RCE),81,,110,,1.5,75,4,16,Дизель
23025,OM 376.956,125,135,170,184,6,97.5,6,12,Дизель
53334,DAM15HE,70,,95,,1.5,75,4,16,бензин
48280,YC6J160-33,118,,160,,6.5,105,6,24,Дизель
41257,JLH-4G20TD,140,,190,,2,82,4,16,бензин
25885,TYDA,85,,116,,2,85,4,16,Дизель
10867,AEE,55,,75,90,1.6,76.5,4,8,бензин
34071,KF-VE,38,43,52,58,0.7,63,3,12,бензин
16128,4HX (DW12TED4),98,,133,,2.2,85,4,16,Дизель
4049,CT,37,50,50,67,1.6,85.5,4,8,Бензин/спирт
35690,4U-GSE,147,153,200,208,2,86,4,16,бензин
36674,6DS7,99,,135,,5.4,98,6,12,Дизель
44388,1510,7,,10,,0.5,85,1,2,Дизель
24758,CHVA,150,,204,,2.8,84.5,6,24,бензин
32204,X 10 YE,50,,68,,1,71,4,16,бензин
50818,C2L 700,46,55,63,75,1.6,77,4,8,бензин
39012,M9T 890,74,92,101,125,2.3,85,4,16,Дизель
34887,DACA,96,,131,,1.5,74.5,4,16,бензин
22567,G 10 CV,47,,64,,1,72,4,8,бензин
47292,F163 BC,488,,663,,3,88,6,24,бензин
16853,AXQ,228,,310,,4.2,84.5,8,40,бензин
5553,B 5204 T3,166,,226,,2,81,5,20,бензин
34729,PT204(AJ20P4),147,297,200,404,2,83,4,16,Бензин/спирт
17957,2JZ-GE,156,168,212,228,3,86,6,24,бензин
31267,8NR-FTS,85,96,116,131,1.2,71.5,4,16,бензин
5561,829 720,58,63,79,86,2,88,4,8,бензин
43898,154C2048,74,75,101,102,2,84,4,8,бензин
37569,N6A (TU5JP4),78,83,106,113,1.6,78.5,4,16,бензин
17081,AXW,110,,150,,2,82.5,4,16,бензин
577,150B (XY8),55,59,75,80,1.4,75,4,8,бензин
39388,D 12 XEL,51,,69,,1.2,73.4,4,16,бензин
35005,B 14 XNT,81,112,110,152,1.4,74,4,16,Бензин/газ
41174,ISLe4 310B,221,,300,,8.8,114,6,24,Дизель
4614,836 A3.000,102,108,139,147,2,84,4,16,бензин
17050,D 2876 LF 03,338,,460,,12.8,128,6,24,Дизель
23845,R20A1,110,114,150,155,2,81,4,16,бензин
34361,16GC,69,70,94,95,1.6,,4,8,бензин
22089,F20C1,170,179,231,243,2,87,4,16,бензин
17890,AR 37101,80,85,109,116,1.9,82,4,8,Дизель
18621,L52,162,164,220,223,3.5,93,5,20,бензин
49381,N04C-WV,85,,115,,4,104,4,16,Дизель
18405,EDZ,103,112,140,152,2.4,87.5,4,16,бензин
23510,F10A,30,33,41,45,1,65.5,4,8,бензин
36630,L44(96CUL4),66,81,90,110,1.6,79,4,16,бензин
32312,B6D (XU5JA),83,85,116,,1.6,83,4,8,бензин
5769,OM 442.906,218,,296,,15.1,130,8,16,Дизель
45370,WP10.5H400E50,294,,400,,10.5,122,6,24,Дизель
17266,D7F 744,43,44,58,60,1.2,69,4,8,бензин
27728,D16B2,85,,116,,1.6,75,4,16,бензин
43093,C20HDTX,176,179,239,243,2,87.5,4,16,бензин
29252,MCT.MA,250,,340,,3,96,6,24,бензин
39336,SFG18,102,,139,,1.8,,4,16,бензин
29253,MCT.LA,294,,400,,3.6,96,6,24,бензин
27828,911.91,103,,140,,2.3,84,6,12,бензин
31169,L31,183,190,249,258,5.7,101.6,8,16,Бензин/газ
52311,RHX (DW10BTED+),69,,94,,2,85,4,8,Дизель
1873,910,153,170,208,231,2.2,95.3,4,16,бензин
4475,NGA,96,100,131,136,2,84.8,4,16,бензин
19817,G9U 754,73,84,99,115,2.5,89,4,16,Дизель
31250,PYY1,136,141,185,192,2.5,89,4,16,бензин
44324,H4B411,66,66,90,90,0.9,72.2,3,12,бензин
21415,CA4GB2,68,,92,,1.6,,4,16,бензин
36221,4B40,125,158,170,215,1.5,75,4,16,бензин
29525,X 24 XF,104,110,141,150,2.4,87.5,4,8,Бензин/спирт
52931,C6,22,,30,,1.2,63.5,4,8,бензин
22166,12 H,41,42,56,57,1.3,70.612,4,8,бензин
24142,CNDA,316,,430,,4.2,84.5,8,32,бензин
53941,DXAB,150,,204,,2,82.5,4,16,бензин
22969,D 0834 LFL 55,151,,206,,4.6,108,4,16,Дизель
33925,4D205L,89,,121,,2,86,4,16,Дизель
35116,LYX,127,,173,,1.5,74,4,16,бензин
43291,32EV,225,240,306,326,3.2,80,8,32,бензин
4143,RD,79,,107,,1.8,81,4,8,бензин
36354,L36(427CUV8),287,291,390,396,7,107.975,8,16,бензин
1205,GSG,37,,50,,1.1,74,4,8,бензин
44894,TZ180XS30H-316,60,,82,,,,,,электричество
4069,EV,82,,112,,1.8,81,4,8,бензин
36054,D 16 Y3,83,,113,,1.6,75,4,16,бензин
19889,M 272.985,215,,292,,3.5,92.9,6,24,бензин
16397,192 A3.000,59,,80,,1.9,82,4,8,Дизель
32353,EV 15 H,48,,65,,1.5,,4,8,бензин
120,AR 30755,65,66,88,90,1.4,80,4,8,бензин
42129,491,74,105,101,143,2.2,91,4,16,бензин
36478,ADE314N,63,,86,,3.8,97,4,8,Дизель
41133,112AAT,130,,177,,,,,,электричество
35558,HNX (EB2DTSD),81,,110,,1.2,75,3,12,бензин
31659,EM,45,160,61,218,,,,,электричество
31050,YUDA,110,,150,,1.6,,4,16,Бензин/спирт
43886,MF8F,306,306,416,416,5,92.2,8,32,бензин
2121,M 110.982,130,136,177,185,2.7,86,6,12,бензин
54714,TZ180XS30HP,70,,95,,,,,,электричество
44077,DMKD,253,,344,,3,83,6,24,Дизель
31407,CRUA,110,,150,,2,81,4,16,Дизель
1225,JA,40,43,54,58,1.3,79,4,8,бензин
43711,J2,69,69,94,94,1.6,80.6,4,8,бензин
41318,ISB67E6C-280B,209,,284,,6.7,107,6,24,Дизель
28771,OM 475.997,184,224,250,305,10,128,5,10,Дизель
52184,DUSA,85,,116,,1,74.5,3,12,бензин
10972,OM 442.954,269,,366,,14.6,128,8,16,Дизель
16202,D 2866 LF36,228,,310,,12,128,6,24,Дизель
7610,D 2566 MUH/240,177,,240,,11.4,125,6,12,Дизель
21218,F4R 886,150,,204,,2,82.7,4,16,бензин
29940,M 274.920,115,205,156,279,2,83,4,16,бензин
27530,WD615.44,235,243,320,330,9.7,126,6,12,Дизель
1583,ET3,74,77,101,105,1.8,80,4,8,бензин
12389,Aro L-27D,52,60,71,82,2.7,100.2,4,8,Дизель
39753,WP7.300E42,220,,299,,7.5,108,6,24,Дизель
16942,OM 401.907,141,,192,,9.6,125,6,12,Дизель
51561,E400P01,200,,272,,,,,,электричество
38585,J08E-WK,210,,286,,7.7,112,6,24,Дизель
23536,RHH (DW10CTED4),120,,163,,2,85,4,16,Дизель
33091,AJP8-4.5,313,324,324,440,4.5,,8,16,бензин
31603,FEKN,71,,97,,2,86,4,12,бензин
21774,AJ6HT,233,250,317,340,3.2,91,6,24,бензин
22592,A 18 XER,103,,140,,1.8,80.5,4,16,бензин
36548,LK9(183CUV6),81,82,110,112,3,96.5,6,12,бензин
24132,DE08TIS,176,,240,,8.1,111,6,12,Дизель
4498,A20A1,73,76,99,103,2,82.7,4,12,бензин
48271,PL7,63,,86,,1.4,72,4,8,Бензин/спирт
29571,CJZD,81,,110,,1.2,71,4,16,бензин
16892,M 137.980,326,,444,,6.3,84.5,12,36,бензин
24372,A 12 XER,61,63,83,86,1.2,73.4,4,16,бензин
27724,D 0836 LFL 68,250,,340,,6.9,108,6,24,Дизель
35819,DJNA,85,,116,,1.2,71,4,16,бензин
36442,4G18S,79,,107,,1.6,76,4,16,бензин
24128,"1-4 KENT 1,6",48,,65,,1.6,80.98,4,8,бензин
38858,ISL9E6 400,298,,405,,8.8,114,6,24,Дизель
53527,LO,48,66,65,90,1.6,77,4,8,бензин
20246,223 B2.000,74,,100,,1.9,82,4,8,Дизель
50471,PX-7 189,189,,257,,6.7,107,6,24,Дизель
34921,M 256.930,220,320,299,435,3,83,6,24,бензин
46227,K9K 877,70,85,95,116,1.5,76,4,8,Дизель
38643,412,55,,75,,1.5,82,4,8,бензин
38830,WP10.310E43,228,,310,,9.7,126,6,24,Дизель
47675,1YM,80,,109,,,,,,электричество
23585,CFHF,81,,110,,2,81,4,16,Дизель
47695,JX4D30D6H,85,,116,,2.9,95,4,16,Дизель
42210,1073051,191,191,260,260,4.2,88,8,16,бензин
27356,CRCA,180,,245,,3,83,6,24,Дизель
34187,DAUA,103,,140,,2,81,4,16,Дизель
18450,939 A3.000,147,,200,,2.4,82,5,20,Дизель
31571,LGX,227,250,309,340,3.6,95,6,24,бензин
40197,G12B,54,59,73,80,1.2,71,4,16,бензин
36462,LS6(346CUV8),287,302,390,411,5.7,99,8,16,бензин
43780,E23,103,105,140,143,2.3,90.9,4,16,бензин
32114,F2CFE611C,243,,330,,8.7,117,6,24,Дизель
41764,YF,91,,124,,2,84.8,4,16,бензин
29632,F1CFL411H,125,,170,,3,95.8,4,16,Дизель
3510,B201,74,81,100,110,2,90,4,8,бензин
28571,G4NA,110,130,150,177,2,81,4,16,Бензин/газ
50933,ISF2.8s4148T,110,,150,,2.8,94,4,16,Дизель
25423,XDP 4.90 B,43,55,58,75,2.1,90,4,8,Дизель
35259,YS240S001,240,,326,,,,,,электричество
39414,OM 470-T2,290,293,394,398,10.7,125,6,24,Дизель
1405,PR6,105,107,143,146,2.8,93,6,12,бензин
50172,M326/1,37,,50,,2,66,6,12,бензин
23372,KHBA,92,,125,,1.8,82.5,4,8,Дизель
